Cvarians9779	K13953
Cvarians352509	K16506
Cvarians77564	K01895
Cvarians39901	K12132
Cvarians2975	K03349
Cvarians111238	K06238
Cvarians133923	K03173
Cvarians28199	K10661
Cvarians16977	K01745
Cvarians46141	K00052
Cvarians115372	K03869
Cvarians22186	K00815
Cvarians192168	K17307
Cvarians463597	K08073
Cvarians1297	K06545
Cvarians235598	K20241
Cvarians7827	K23957
Cvarians432178	K10380
Cvarians21098	K18208
Cvarians131798	K01611
Cvarians5566	K19626
Cvarians178386	K09582
Cvarians6905	K05542
Cvarians14272	K15687
Cvarians98200	K17300
Cvarians42422	K02998
Cvarians342749	K01555
Cvarians305514	K22383
Cvarians11592	K13110
Cvarians63545	K08601
Cvarians95297	K08734
Cvarians32372	K11254
Cvarians66083	K07877
Cvarians464035	K12200
Cvarians125720	K00504
Cvarians42452	K07910
Cvarians58415	K13912
Cvarians51916	K13366
Cvarians19526	K07560
Cvarians646	K05293
Cvarians78374	K03253
Cvarians404388	K10380
Cvarians25010	K12897
Cvarians119196	K00901
Cvarians14528	K08517
Cvarians25126	K01969
Cvarians63208	K08495
Cvarians168233	K10408
Cvarians6242	K03283
Cvarians72398	K10408
Cvarians32110	K10683
Cvarians172502	K00344
Cvarians124185	K00671
Cvarians465193	K10408
Cvarians28068	K07494
Cvarians407661	K00008
Cvarians46855	K13179
Cvarians256	K17973
Cvarians28476	K01634
Cvarians105672	K09140
Cvarians231617	K14777
Cvarians84621	K04630
Cvarians406896	K03667
Cvarians419896	K00522
Cvarians12878	K02335
Cvarians424042	K09598
Cvarians2318	K15192
Cvarians442326	K01424
Cvarians54055	K11665
Cvarians56690	K09580
Cvarians24733	K05673
Cvarians92719	K17493
Cvarians433187	K14843
Cvarians5991	K00207
Cvarians3779	K05948
Cvarians23790	K19511
Cvarians11216	K07386
Cvarians34595	K19045
Cvarians12061	K17301
Cvarians33767	K02876
Cvarians289	K08455
Cvarians90351	K19729
Cvarians8548	K25442
Cvarians10018	K02331
Cvarians3618	K10532
Cvarians126534	K12841
Cvarians121781	K05099
Cvarians70444	K05665
Cvarians409260	K20692
Cvarians2864	K04615
Cvarians347887	K14802
Cvarians86111	K09276
Cvarians228801	K02955
Cvarians57009	K19283
Cvarians17662	K11429
Cvarians283844	K12581
Cvarians99178	K04600
Cvarians24030	K04634
Cvarians174346	K06279
Cvarians182682	K04437
Cvarians48738	K14753
Cvarians91745	K20371
Cvarians475621	K07748
Cvarians1090	K01803
Cvarians228980	K00162
Cvarians339988	K16892
Cvarians11363	K00966
Cvarians205348	K02870
Cvarians129734	K02885
Cvarians21198	K05662
Cvarians124956	K09582
Cvarians43440	K10843
Cvarians71390	K15292
Cvarians152811	K10956
Cvarians10072	K12021
Cvarians124604	K15255
Cvarians420034	K01759
Cvarians49281	K25058
Cvarians280533	K04554
Cvarians18252	K13024
Cvarians360152	K02906
Cvarians28535	K00503
Cvarians27252	K01866
Cvarians133741	K02112
Cvarians27892	K18422
Cvarians220339	K23624
Cvarians181505	K02353
Cvarians131165	K01958
Cvarians51947	K20606
Cvarians104106	K09663
Cvarians291318	K00010
Cvarians27061	K10104
Cvarians123760	K12751
Cvarians99292	K23544
Cvarians51106	K07497
Cvarians54875	K04513
Cvarians91768	K07937
Cvarians13937	K20196
Cvarians2874	K21776
Cvarians57152	K04364
Cvarians66677	K11320
Cvarians10740	K03654
Cvarians18068	K03654
Cvarians31272	K16340
Cvarians194079	K04078
Cvarians280748	K03257
Cvarians13794	K12132
Cvarians4906	K11251
Cvarians63180	K03495
Cvarians222593	K00710
Cvarians5795	K05658
Cvarians5732	K20032
Cvarians74294	K00657
Cvarians488115	K02154
Cvarians423761	K11188
Cvarians14531	K08824
Cvarians7396	K00757
Cvarians18057	K17427
Cvarians303229	K03953
Cvarians116860	K02870
Cvarians1960	K10687
Cvarians298752	K00111
Cvarians406611	K02957
Cvarians104923	K10244
Cvarians15081	K10380
Cvarians96507	K03002
Cvarians228398	K05592
Cvarians354817	K24387
Cvarians286059	K00025
Cvarians66159	K17822
Cvarians99260	K09849
Cvarians40594	K09598
Cvarians23057	K01952
Cvarians284211	K01772
Cvarians53958	K14753
Cvarians125260	K09880
Cvarians33751	K03456
Cvarians101091	K02433
Cvarians498294	K09574
Cvarians20045	K12035
Cvarians11858	K05661
Cvarians236875	K12396
Cvarians136041	K16726
Cvarians48691	K05662
Cvarians58844	K12176
Cvarians20276	K16473
Cvarians199452	K10580
Cvarians71291	K08737
Cvarians12596	K03650
Cvarians56984	K14315
Cvarians28268	K00059
Cvarians46268	K15255
Cvarians46827	K24155
Cvarians66193	K02938
Cvarians13703	K12655
Cvarians12386	K03063
Cvarians305166	K24070
Cvarians3486	K04237
Cvarians77454	K02335
Cvarians459655	K11154
Cvarians25634	K12800
Cvarians483592	K01855
Cvarians129395	K24478
Cvarians294371	K03237
Cvarians142039	K05349
Cvarians9455	K04513
Cvarians28540	K04505
Cvarians313086	K01363
Cvarians408393	K23924
Cvarians128864	K24384
Cvarians480824	K05658
Cvarians34725	K08770
Cvarians467735	K12614
Cvarians60324	K12820
Cvarians21902	K01365
Cvarians18745	K12323
Cvarians32973	K23677
Cvarians289776	K01681
Cvarians135479	K07497
Cvarians417049	K11416
Cvarians22909	K25168
Cvarians178153	K06063
Cvarians302703	K12795
Cvarians62445	K11262
Cvarians402082	K15105
Cvarians351817	K24935
Cvarians140213	K17262
Cvarians172508	K00507
Cvarians222736	K01279
Cvarians140147	K03065
Cvarians139458	K05857
Cvarians12738	K00967
Cvarians28537	K09228
Cvarians26503	K10752
Cvarians15589	K01724
Cvarians149242	K10415
Cvarians459840	K00323
Cvarians355000	K02984
Cvarians39082	K08770
Cvarians294091	K12828
Cvarians225278	K11262
Cvarians72025	K00253
Cvarians219776	K05112
Cvarians9510	K10380
Cvarians10888	K09608
Cvarians2194	K10206
Cvarians87896	K01081
Cvarians11891	K01557
Cvarians4269	K16669
Cvarians112310	K14572
Cvarians4670	K15692
Cvarians224583	K01265
Cvarians15960	K02975
Cvarians80619	K01870
Cvarians1002	K08051
Cvarians405915	K14312
Cvarians299853	K01551
Cvarians233437	K06944
Cvarians12859	K22193
Cvarians119359	K03264
Cvarians44682	K14258
Cvarians71719	K18134
Cvarians13616	K09848
Cvarians18962	K12495
Cvarians233619	K05110
Cvarians52532	K03841
Cvarians44669	K00789
Cvarians373565	K02599
Cvarians26138	K00059
Cvarians10571	K00024
Cvarians3181	K04457
Cvarians117419	K23209
Cvarians141345	K00873
Cvarians16275	K03798
Cvarians87071	K10026
Cvarians1890	K20358
Cvarians104780	K17086
Cvarians311419	K03456
Cvarians468676	K01893
Cvarians73527	K03798
Cvarians353038	K03035
Cvarians82862	K02996
Cvarians18197	K09848
Cvarians58213	K05699
Cvarians349928	K02969
Cvarians285009	K19947
Cvarians116990	K02934
Cvarians243765	K04365
Cvarians186087	K09428
Cvarians87626	K10866
Cvarians27867	K11136
Cvarians10398	K02178
Cvarians234047	K06972
Cvarians9051	K12669
Cvarians63539	K12035
Cvarians39697	K15115
Cvarians280635	K04739
Cvarians488550	K14856
Cvarians159070	K15441
Cvarians1157	K05088
Cvarians29685	K08770
Cvarians365094	K17261
Cvarians59355	K03671
Cvarians186937	K00639
Cvarians1837	K22766
Cvarians225343	K16365
Cvarians159515	K01539
Cvarians39905	K10268
Cvarians87664	K11416
Cvarians32306	K03130
Cvarians2071	K10356
Cvarians299974	K01934
Cvarians37321	K07374
Cvarians264027	K04371
Cvarians62347	K22371
Cvarians106489	K03231
Cvarians1026	K13912
Cvarians302702	K23792
Cvarians93950	K11886
Cvarians148994	K08057
Cvarians69015	K15102
Cvarians340243	K19467
Cvarians24910	K19409
Cvarians7100	K14569
Cvarians3863	K00850
Cvarians101616	K05605
Cvarians280326	K00799
Cvarians543	K17689
Cvarians33774	K14844
Cvarians104545	K15448
Cvarians11222	K10841
Cvarians186963	K06237
Cvarians461910	K04615
Cvarians5341	K07526
Cvarians353230	K17085
Cvarians292327	K10143
Cvarians235163	K12850
Cvarians273	K07880
Cvarians153034	K01491
Cvarians61842	K09140
Cvarians18097	K04424
Cvarians109287	K07497
Cvarians113732	K13023
Cvarians28317	K00734
Cvarians59365	K17751
Cvarians1095	K05126
Cvarians154636	K00894
Cvarians314764	K03627
Cvarians49433	K17689
Cvarians17336	K17086
Cvarians33718	K02599
Cvarians9979	K24539
Cvarians285314	K03249
Cvarians77947	K07573
Cvarians53149	K01596
Cvarians130680	K02949
Cvarians433249	K00500
Cvarians4556	K09503
Cvarians353997	K20053
Cvarians341396	K02727
Cvarians9910	K20410
Cvarians12170	K11997
Cvarians299299	K07497
Cvarians347178	K03032
Cvarians246686	K14816
Cvarians94871	K10858
Cvarians2813	K08834
Cvarians310340	K00658
Cvarians125169	K17535
Cvarians21464	K07739
Cvarians12438	K15449
Cvarians32677	K14963
Cvarians42474	K20222
Cvarians6002	K00784
Cvarians410496	K14404
Cvarians736	K13525
Cvarians288122	K06269
Cvarians400724	K13126
Cvarians2291	K11324
Cvarians235775	K09498
Cvarians164886	K12817
Cvarians15533	K15979
Cvarians281816	K07889
Cvarians95171	K22420
Cvarians51635	K23490
Cvarians1305	K25079
Cvarians503679	K01647
Cvarians488494	K02134
Cvarians124465	K00784
Cvarians348392	K22182
Cvarians40453	K12830
Cvarians254198	K02541
Cvarians9274	K05732
Cvarians14675	K17535
Cvarians99118	K09260
Cvarians13839	K08735
Cvarians22596	K13179
Cvarians49028	K11798
Cvarians9434	K15133
Cvarians71504	K02905
Cvarians293901	K10843
Cvarians6974	K01262
Cvarians168589	K13203
Cvarians477978	K02884
Cvarians93377	K04409
Cvarians70042	K20804
Cvarians404032	K11153
Cvarians352748	K22566
Cvarians2055	K20798
Cvarians224831	K03661
Cvarians66373	K03495
Cvarians1165	K07304
Cvarians287540	K20290
Cvarians286088	K13736
Cvarians40654	K12035
Cvarians7091	K23437
Cvarians345217	K20630
Cvarians283679	K11187
Cvarians61926	K09091
Cvarians18127	K18406
Cvarians91985	K05695
Cvarians11535	K02900
Cvarians46783	K11824
Cvarians48501	K11665
Cvarians14971	K07555
Cvarians8485	K20223
Cvarians1974	K12021
Cvarians55049	K06669
Cvarians98240	K12854
Cvarians55703	K23802
Cvarians167829	K03035
Cvarians487792	K01870
Cvarians110342	K08960
Cvarians18104	K15026
Cvarians19623	K17790
Cvarians59925	K03135
Cvarians50464	K14833
Cvarians192238	K09498
Cvarians23869	K01196
Cvarians416305	K03768
Cvarians163531	K05948
Cvarians136435	K00249
Cvarians29825	K09613
Cvarians101224	K10756
Cvarians63789	K08595
Cvarians13275	K19998
Cvarians362156	K11664
Cvarians22510	K11303
Cvarians378735	K16289
Cvarians23622	K03094
Cvarians291605	K08568
Cvarians10656	K25557
Cvarians62880	K19511
Cvarians1653	K14848
Cvarians109421	K17689
Cvarians26112	K02995
Cvarians4822	K10846
Cvarians347760	K12855
Cvarians10306	K14427
Cvarians5977	K14966
Cvarians13742	K04734
Cvarians82583	K01672
Cvarians454303	K14950
Cvarians31165	K02599
Cvarians427878	K00899
Cvarians145284	K02112
Cvarians424058	K05592
Cvarians507313	K14401
Cvarians413656	K14258
Cvarians1935	K02949
Cvarians22627	K14168
Cvarians8173	K03145
Cvarians119971	K17255
Cvarians10534	K06972
Cvarians241720	K15633
Cvarians37444	K24842
Cvarians76054	K23437
Cvarians30119	K08053
Cvarians20145	K23334
Cvarians9370	K01895
Cvarians71682	K02155
Cvarians299722	K22803
Cvarians79651	K20520
Cvarians1025	K13912
Cvarians406746	K12177
Cvarians70938	K05349
Cvarians24223	K20463
Cvarians235383	K07952
Cvarians30422	K07904
Cvarians150787	K02877
Cvarians188974	K00024
Cvarians292613	K01672
Cvarians9576	K03128
Cvarians136468	K11091
Cvarians49611	K11647
Cvarians28147	K07151
Cvarians242645	K01681
Cvarians61128	K11162
Cvarians505123	K05655
Cvarians54569	K09027
Cvarians128474	K12647
Cvarians12057	K04594
Cvarians17559	K13024
Cvarians22051	K11594
Cvarians7161	K17914
Cvarians57553	K03064
Cvarians94893	K24756
Cvarians342229	K03650
Cvarians110174	K10249
Cvarians2290	K16815
Cvarians75660	K03178
Cvarians7878	K07817
Cvarians40261	K07917
Cvarians95902	K05110
Cvarians5903	K10772
Cvarians93058	K10380
Cvarians114366	K10380
Cvarians30642	K14846
Cvarians144721	K08833
Cvarians77157	K20168
Cvarians357145	K05665
Cvarians285813	K09276
Cvarians9702	K08498
Cvarians289894	K04564
Cvarians198308	K13023
Cvarians22153	K02903
Cvarians369648	K04382
Cvarians43719	K20994
Cvarians66753	K18270
Cvarians458768	K02883
Cvarians154044	K08790
Cvarians227835	K20456
Cvarians433154	K01866
Cvarians3076	K01115
Cvarians6172	K11519
Cvarians49859	K01938
Cvarians145704	K17989
Cvarians343326	K07374
Cvarians7794	K01893
Cvarians174161	K02877
Cvarians33105	K02987
Cvarians164440	K17496
Cvarians408380	K20363
Cvarians42519	K22733
Cvarians7499	K23804
Cvarians99638	K09232
Cvarians507104	K20316
Cvarians54685	K00958
Cvarians66811	K15332
Cvarians60726	K03936
Cvarians11633	K04362
Cvarians201461	K15192
Cvarians87833	K03231
Cvarians95713	K01265
Cvarians53862	K14777
Cvarians280474	K11804
Cvarians29052	K22615
Cvarians485326	K20182
Cvarians37850	K03251
Cvarians134231	K04532
Cvarians32876	K06640
Cvarians222672	K03113
Cvarians21956	K05236
Cvarians851	K08892
Cvarians79035	K14443
Cvarians15393	K00600
Cvarians41939	K02206
Cvarians4364	K02941
Cvarians253779	K14947
Cvarians355013	K03347
Cvarians88890	K11253
Cvarians465955	K10696
Cvarians129053	K13984
Cvarians224243	K13159
Cvarians281912	K02366
Cvarians36272	K17307
Cvarians600	K17358
Cvarians471448	K02957
Cvarians332068	K13517
Cvarians87971	K17266
Cvarians119709	K05758
Cvarians164330	K01679
Cvarians12183	K00558
Cvarians41992	K12035
Cvarians38217	K09848
Cvarians81341	K08057
Cvarians101379	K04802
Cvarians12461	K09580
Cvarians282456	K06911
Cvarians122170	K12132
Cvarians376064	K17081
Cvarians170450	K02866
Cvarians17233	K05110
Cvarians169002	K11643
Cvarians46504	K05917
Cvarians43413	K14964
Cvarians6104	K10143
Cvarians9066	K12353
Cvarians231582	K00627
Cvarians33689	K12798
Cvarians106916	K07739
Cvarians32022	K08770
Cvarians77376	K23538
Cvarians170088	K17614
Cvarians69030	K22804
Cvarians185752	K24994
Cvarians310549	K18162
Cvarians133548	K01342
Cvarians151613	K05695
Cvarians142399	K02155
Cvarians251904	K17341
Cvarians18654	K14855
Cvarians52404	K14834
Cvarians82515	K11724
Cvarians285697	K15410
Cvarians402155	K04501
Cvarians38987	K22127
Cvarians6736	K15542
Cvarians296104	K02918
Cvarians346379	K11805
Cvarians115904	K12166
Cvarians94836	K08844
Cvarians162901	K14007
Cvarians10598	K14554
Cvarians18550	K09849
Cvarians61297	K16353
Cvarians253805	K05759
Cvarians1126	K00864
Cvarians1827	K17525
Cvarians860	K23482
Cvarians26051	K08803
Cvarians422759	K09421
Cvarians12740	K20629
Cvarians36626	K11644
Cvarians4763	K18465
Cvarians181224	K13348
Cvarians35176	K02894
Cvarians4816	K17341
Cvarians120812	K01886
Cvarians39665	K23210
Cvarians18976	K22754
Cvarians22156	K07497
Cvarians9372	K13350
Cvarians39058	K02328
Cvarians434428	K19952
Cvarians119856	K11984
Cvarians193874	K00344
Cvarians44970	K12132
Cvarians482400	K00121
Cvarians20857	K22754
Cvarians498722	K02437
Cvarians9771	K09422
Cvarians60478	K14816
Cvarians64074	K10380
Cvarians2683	K14437
Cvarians7520	K08269
Cvarians462713	K17268
Cvarians73689	K11996
Cvarians25057	K12026
Cvarians194587	K20526
Cvarians49988	K00457
Cvarians5674	K06972
Cvarians212	K02678
Cvarians3105	K07197
Cvarians799	K03260
Cvarians294465	K04515
Cvarians280028	K12820
Cvarians77546	K01679
Cvarians189817	K22866
Cvarians58811	K16896
Cvarians225548	K13525
Cvarians120359	K03249
Cvarians356224	K10413
Cvarians48439	K12800
Cvarians7417	K07497
Cvarians463874	K06254
Cvarians95966	K22754
Cvarians461576	K03522
Cvarians108630	K10645
Cvarians24099	K00734
Cvarians165996	K13886
Cvarians227186	K00254
Cvarians59331	K14569
Cvarians31986	K05126
Cvarians124713	K08848
Cvarians90892	K01204
Cvarians16023	K16475
Cvarians44658	K07380
Cvarians242670	K03083
Cvarians224403	K14963
Cvarians11847	K06252
Cvarians10223	K17498
Cvarians891	K14301
Cvarians345571	K02997
Cvarians464409	K05759
Cvarians221525	K14324
Cvarians125047	K01530
Cvarians284925	K08515
Cvarians486811	K12562
Cvarians1116	K15119
Cvarians49938	K12188
Cvarians266217	K00789
Cvarians287194	K07238
Cvarians36359	K24790
Cvarians88137	K12311
Cvarians83833	K08734
Cvarians70730	K11684
Cvarians225316	K12862
Cvarians19606	K20165
Cvarians81377	K17307
Cvarians48413	K02942
Cvarians471538	K24674
Cvarians9074	K11307
Cvarians133445	K24736
Cvarians77479	K01955
Cvarians333741	K10169
Cvarians405333	K12741
Cvarians106165	K19511
Cvarians149684	K25164
Cvarians239808	K11989
Cvarians21802	K02599
Cvarians92894	K18384
Cvarians185277	K12798
Cvarians37887	K06271
Cvarians12849	K03847
Cvarians467421	K02988
Cvarians3827	K10798
Cvarians128678	K14408
Cvarians65850	K17751
Cvarians1709	K00933
Cvarians6085	K09490
Cvarians185407	K02997
Cvarians60031	K13868
Cvarians110099	K23338
Cvarians48313	K16669
Cvarians55284	K07342
Cvarians293682	K15042
Cvarians39410	K23961
Cvarians120513	K06619
Cvarians85614	K09624
Cvarians102224	K13100
Cvarians20837	K17307
Cvarians255828	K05729
Cvarians77587	K15255
Cvarians66073	K00457
Cvarians11704	K23958
Cvarians86701	K17592
Cvarians34806	K14802
Cvarians125071	K03937
Cvarians103865	K14848
Cvarians39902	K11293
Cvarians86001	K13912
Cvarians167746	K00008
Cvarians354832	K14085
Cvarians314956	K01309
Cvarians66420	K10413
Cvarians244565	K11836
Cvarians299492	K04615
Cvarians13041	K22182
Cvarians91714	K07204
Cvarians104494	K09496
Cvarians472654	K02947
Cvarians460724	K04427
Cvarians402426	K04615
Cvarians100186	K04392
Cvarians53110	K00746
Cvarians224283	K15375
Cvarians13519	K05498
Cvarians5463	K15192
Cvarians345929	K24392
Cvarians254665	K00728
Cvarians31127	K17509
Cvarians480728	K11584
Cvarians176681	K01336
Cvarians245983	K03029
Cvarians59282	K02087
Cvarians177741	K03253
Cvarians51764	K06695
Cvarians469860	K02883
Cvarians1745	K03234
Cvarians220305	K12818
Cvarians39270	K07497
Cvarians229909	K11296
Cvarians87052	K17535
Cvarians7197	K09935
Cvarians10410	K03926
Cvarians11930	K00471
Cvarians21863	K14573
Cvarians485069	K18080
Cvarians138192	K01166
Cvarians49167	K24420
Cvarians222405	K24525
Cvarians60578	K08770
Cvarians464199	K24205
Cvarians140863	K02998
Cvarians287965	K01974
Cvarians243152	K02884
Cvarians441338	K11140
Cvarians6570	K06059
Cvarians173694	K02183
Cvarians464172	K10413
Cvarians403563	K23796
Cvarians166944	K03798
Cvarians60959	K07298
Cvarians464740	K07494
Cvarians57323	K13912
Cvarians502831	K00541
Cvarians25035	K00052
Cvarians55657	K03781
Cvarians5017	K03654
Cvarians2658	K13138
Cvarians130628	K00051
Cvarians357261	K20177
Cvarians4892	K02979
Cvarians243398	K10579
Cvarians465422	K12494
Cvarians415509	K03145
Cvarians15230	K11428
Cvarians237585	K01596
Cvarians58104	K16197
Cvarians1592	K08829
Cvarians232107	K03926
Cvarians402093	K16506
Cvarians148279	K14401
Cvarians126710	K02974
Cvarians50086	K02865
Cvarians223977	K07755
Cvarians67769	K18584
Cvarians21462	K02440
Cvarians31628	K09518
Cvarians21592	K00059
Cvarians108275	K01309
Cvarians19374	K10571
Cvarians95207	K12600
Cvarians8751	K05674
Cvarians43019	K00010
Cvarians82330	K01760
Cvarians16560	K16571
Cvarians195907	K03252
Cvarians8091	K14613
Cvarians19116	K12035
Cvarians196749	K12401
Cvarians4343	K03107
Cvarians223646	K00140
Cvarians26732	K19625
Cvarians9189	K11681
Cvarians79638	K01916
Cvarians411528	K03135
Cvarians6523	K05099
Cvarians19001	K09598
Cvarians420629	K09500
Cvarians4267	K04512
Cvarians68152	K00889
Cvarians226997	K19511
Cvarians46049	K05956
Cvarians43388	K15340
Cvarians109872	K05758
Cvarians234606	K17083
Cvarians41158	K02910
Cvarians142851	K02147
Cvarians86571	K19754
Cvarians3775	K12402
Cvarians53980	K05681
Cvarians51224	K02209
Cvarians67478	K03031
Cvarians9317	K21806
Cvarians41800	K13412
Cvarians165269	K02144
Cvarians22540	K06777
Cvarians193779	K13720
Cvarians3036	K01769
Cvarians14578	K15176
Cvarians62048	K18041
Cvarians116470	K01336
Cvarians35575	K01309
Cvarians221025	K02257
Cvarians382204	K02146
Cvarians285541	K10843
Cvarians26198	K10380
Cvarians149131	K14792
Cvarians378601	K14774
Cvarians13416	K09272
Cvarians418584	K19672
Cvarians92677	K03030
Cvarians51340	K10380
Cvarians51986	K00643
Cvarians133231	K08056
Cvarians164749	K22072
Cvarians462706	K01858
Cvarians69188	K17275
Cvarians300560	K18211
Cvarians38471	K10575
Cvarians103169	K09419
Cvarians407856	K03243
Cvarians45673	K00059
Cvarians303020	K06269
Cvarians9663	K05673
Cvarians409801	K17680
Cvarians224667	K10895
Cvarians20731	K06066
Cvarians465046	K02938
Cvarians35099	K02726
Cvarians21439	K12311
Cvarians30243	K09494
Cvarians14689	K09667
Cvarians89184	K21434
Cvarians137920	K14815
Cvarians193612	K13524
Cvarians29435	K10443
Cvarians150712	K06171
Cvarians126530	K00281
Cvarians115532	K14753
Cvarians140089	K08288
Cvarians36476	K19680
Cvarians353275	K03798
Cvarians262495	K24523
Cvarians350633	K18669
Cvarians32723	K10448
Cvarians59562	K12646
Cvarians6302	K07497
Cvarians53227	K15172
Cvarians50643	K02878
Cvarians7987	K22614
Cvarians38528	K17686
Cvarians462896	K15013
Cvarians414146	K14831
Cvarians459275	K09420
Cvarians42670	K00507
Cvarians3475	K08794
Cvarians33805	K15113
Cvarians288676	K09613
Cvarians199006	K02953
Cvarians84484	K15920
Cvarians174154	K11647
Cvarians42738	K18666
Cvarians1475	K10484
Cvarians476797	K16575
Cvarians9866	K14324
Cvarians156721	K23794
Cvarians83698	K11838
Cvarians284249	K05103
Cvarians52045	K06100
Cvarians754	K01674
Cvarians6977	K07901
Cvarians93975	K09518
Cvarians343764	K02880
Cvarians10098	K00569
Cvarians5352	K03364
Cvarians43970	K08220
Cvarians236133	K00002
Cvarians77183	K22665
Cvarians430310	K01869
Cvarians241545	K08653
Cvarians291937	K02128
Cvarians32909	K12591
Cvarians14083	K12362
Cvarians13656	K14569
Cvarians175768	K00030
Cvarians289966	K05658
Cvarians173398	K04552
Cvarians229552	K04097
Cvarians3847	K12876
Cvarians98532	K16288
Cvarians35495	K04615
Cvarians41808	K19513
Cvarians280172	K14848
Cvarians6686	K08843
Cvarians87733	K14293
Cvarians300316	K11423
Cvarians3498	K12751
Cvarians362832	K09848
Cvarians29611	K08991
Cvarians341105	K14314
Cvarians30868	K23611
Cvarians12637	K02937
Cvarians103776	K00850
Cvarians357009	K23551
Cvarians10612	K01586
Cvarians51239	K09848
Cvarians38249	K11824
Cvarians2525	K08596
Cvarians255133	K17266
Cvarians463980	K02989
Cvarians475717	K02876
Cvarians34088	K02516
Cvarians97694	K06580
Cvarians221509	K01784
Cvarians54816	K12035
Cvarians511412	K09420
Cvarians470634	K19511
Cvarians5396	K07767
Cvarians390	K22544
Cvarians108071	K04936
Cvarians240949	K16197
Cvarians248271	K17099
Cvarians481657	K06508
Cvarians56298	K05692
Cvarians308509	K03687
Cvarians185583	K10593
Cvarians6595	K12619
Cvarians424331	K20456
Cvarians21565	K21988
Cvarians403685	K01681
Cvarians12924	K05750
Cvarians90862	K04523
Cvarians17763	K17759
Cvarians97869	K20008
Cvarians73895	K00106
Cvarians74911	K20463
Cvarians73159	K00863
Cvarians14402	K24485
Cvarians82761	K10358
Cvarians101649	K12830
Cvarians417498	K06910
Cvarians480437	K01681
Cvarians29178	K14685
Cvarians25930	K10380
Cvarians152099	K04550
Cvarians2107	K12883
Cvarians254096	K10703
Cvarians13468	K08011
Cvarians12035	K00859
Cvarians4539	K18208
Cvarians38705	K13337
Cvarians45266	K07937
Cvarians11383	K25203
Cvarians2254	K11986
Cvarians58779	K00820
Cvarians240044	K10615
Cvarians64487	K11703
Cvarians26134	K15109
Cvarians14484	K10158
Cvarians401196	K06639
Cvarians290607	K05863
Cvarians8562	K13667
Cvarians470174	K02730
Cvarians477918	K22068
Cvarians473473	K11135
Cvarians40947	K13171
Cvarians16701	K00164
Cvarians288666	K02938
Cvarians481958	K06185
Cvarians118947	K01955
Cvarians189397	K03038
Cvarians363211	K03263
Cvarians193419	K12854
Cvarians4868	K17267
Cvarians128695	K10754
Cvarians130499	K17919
Cvarians50854	K12572
Cvarians12636	K00849
Cvarians10614	K04606
Cvarians399662	K00135
Cvarians15476	K12800
Cvarians13305	K01255
Cvarians509079	K03020
Cvarians116127	K01555
Cvarians11190	K17341
Cvarians292359	K02981
Cvarians79945	K14785
Cvarians104848	K15047
Cvarians189768	K04646
Cvarians156073	K16944
Cvarians122556	K24725
Cvarians25553	K07936
Cvarians358931	K09495
Cvarians77530	K10380
Cvarians32406	K02880
Cvarians171198	K00288
Cvarians107815	K14942
Cvarians60325	K11865
Cvarians76944	K14788
Cvarians22497	K06668
Cvarians31824	K11593
Cvarians116013	K17341
Cvarians285698	K00099
Cvarians30200	K12867
Cvarians8985	K07497
Cvarians100128	K16608
Cvarians437436	K24964
Cvarians225041	K21888
Cvarians8409	K02963
Cvarians12690	K11648
Cvarians202300	K04646
Cvarians404559	K14794
Cvarians10513	K09522
Cvarians65874	K11430
Cvarians17154	K01890
Cvarians221741	K01640
Cvarians27072	K05662
Cvarians439946	K00415
Cvarians130880	K22556
Cvarians3234	K04984
Cvarians107679	K00418
Cvarians234639	K03781
Cvarians96880	K04441
Cvarians346914	K12812
Cvarians45066	K10606
Cvarians71508	K14437
Cvarians8942	K10752
Cvarians406534	K04936
Cvarians45786	K15429
Cvarians177070	K12619
Cvarians142498	K06698
Cvarians467894	K03539
Cvarians11873	K02350
Cvarians5722	K08489
Cvarians20767	K03509
Cvarians83449	K12567
Cvarians33293	K07497
Cvarians246712	K07432
Cvarians6088	K01336
Cvarians477167	K03841
Cvarians83953	K17495
Cvarians37564	K12041
Cvarians41229	K04794
Cvarians88000	K12392
Cvarians96337	K02953
Cvarians56628	K09260
Cvarians18836	K23326
Cvarians1125	K07238
Cvarians12953	K03172
Cvarians419509	K18441
Cvarians102027	K02941
Cvarians96160	K06777
Cvarians297047	K07950
Cvarians341727	K15042
Cvarians193275	K22503
Cvarians5217	K15925
Cvarians441522	K12160
Cvarians44691	K08834
Cvarians40170	K02327
Cvarians146789	K12035
Cvarians88680	K00966
Cvarians37759	K09214
Cvarians110440	K11806
Cvarians221542	K10691
Cvarians22538	K18644
Cvarians120942	K08957
Cvarians469980	K17921
Cvarians67439	K05658
Cvarians157824	K06839
Cvarians26065	K24223
Cvarians9085	K13343
Cvarians80484	K15728
Cvarians9460	K08770
Cvarians86196	K25164
Cvarians54051	K18667
Cvarians16577	K12604
Cvarians27336	K03353
Cvarians224110	K09531
Cvarians463200	K05619
Cvarians471356	K23490
Cvarians28206	K01714
Cvarians223575	K24837
Cvarians356988	K02335
Cvarians110371	K06825
Cvarians253306	K03251
Cvarians4621	K24633
Cvarians30236	K02955
Cvarians168814	K03252
Cvarians87389	K14397
Cvarians4772	K12343
Cvarians262304	K05605
Cvarians10541	K12182
Cvarians228657	K16075
Cvarians414547	K08794
