Gerakladium161485	regulation of fatty acid beta-oxidation
Gerakladium175207	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides
Gerakladium135757	rna exonuclease
Gerakladium205224	SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain
Gerakladium74273	RING-like zinc finger
Gerakladium79398	Pre-mRNA splicing factor PRP21 like protein
Gerakladium207132	Amidohydrolase family
Gerakladium73925	SEP domain
Gerakladium208623	aromatic amino acid beta-eliminating lyase threonine aldolase
Gerakladium8597	belongs to the protein kinase superfamily
Gerakladium187092	2OG-Fe(II) oxygenase superfamily
Gerakladium208854	Mo-co oxidoreductase dimerisation domain
Gerakladium189272	Chorismate synthase. Source PGD
Gerakladium169946	protein serine/threonine phosphatase activity
Gerakladium27612	Responsible for synthesis of pseudouridine from uracil
Gerakladium185856	Ankyrin repeats (3 copies)
Gerakladium106322	Formation of pseudouridine at positions 38, 39 and 40 in the anticodon stem and loop of transfer RNAs
Gerakladium21444	ubiquitin-protein transferase activity
Gerakladium151384	Serine/Threonine protein kinases, catalytic domain
Gerakladium173094	PH domain
Gerakladium93858	Stress protein
Gerakladium19147	Chlorophyll A-B binding protein
Gerakladium209275	glucose import
Gerakladium157599	amino acid transmembrane transporter activity
Gerakladium34147	PFAM heat shock protein DnaJ domain protein
Gerakladium208735	zinc ion binding
Gerakladium9543	calcium-dependent cysteine-type endopeptidase activity
Gerakladium30924	phosphatidylinositol phosphatidylcholine transfer protein
Gerakladium18133	protein serine/threonine kinase activity
Gerakladium193796	actin filament depolymerization
Gerakladium2130	Belongs to the protein kinase superfamily
Gerakladium68607	Xylanase inhibitor N-terminal
Gerakladium14885	Sugar (and other) transporter
Gerakladium36206	Fragile site, folic acid type, rare, fra(10)(q23.3) or fra(10)(q24.2) candidate 1
Gerakladium176564	ubiquitin-protein transferase activity
Gerakladium47313	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family
Gerakladium46835	PFAM oxidoreductase FAD NAD(P)-binding domain protein
Gerakladium83258	Belongs to the universal ribosomal protein uS15 family
Gerakladium5512	GTPase activity
Gerakladium2838	EF-hand domain pair
Gerakladium131964	X-domain of DnaJ-containing
Gerakladium206330	Domain present in PSD-95, Dlg, and ZO-1/2.
Gerakladium196	Belongs to the small GTPase superfamily. Arf family
Gerakladium60796	oxidoreductase activity
Gerakladium148620	Polynucleotide adenylyltransferase
Gerakladium213468	Cupin-like domain
Gerakladium112746	AarF domain-containing protein kinase
Gerakladium57578	MIZ/SP-RING zinc finger
Gerakladium50591	protein folding
Gerakladium134044	phosphatase 2C
Gerakladium6997	EamA-like transporter family
Gerakladium22581	NADPH-hemoprotein reductase activity
Gerakladium9777	calcium-dependent cysteine-type endopeptidase activity
Gerakladium210930	2-nitropropane dioxygenase
Gerakladium21510	Protein tyrosine kinase
Gerakladium135585	Catalyzes the reversible adenylation of nicotinate mononucleotide (NaMN) to nicotinic acid adenine dinucleotide (NaAD)
Gerakladium132931	phytosphingosine metabolic process
Gerakladium162054	helicase activity
Gerakladium167061	magnesium ion homeostasis
Gerakladium112342	One of the proteins that surrounds the polypeptide exit tunnel on the outside of the subunit
Gerakladium191443	ubiA prenyltransferase domain-containing protein 1
Gerakladium897	RNA-binding protein mei2 homologue
Gerakladium52231	EF hand
Gerakladium20754	pseudouridine synthase activity
Gerakladium28471	receptor-like serine threonine-protein kinase
Gerakladium186856	transferase activity, transferring nitrogenous groups
Gerakladium131317	cAMP-dependent protein kinase regulator activity
Gerakladium6209	phosphatase
Gerakladium92082	haloacid dehalogenase-like hydrolase
Gerakladium8992	K homology RNA-binding domain
Gerakladium50798	Belongs to the peptidase A1 family
Gerakladium44650	Belongs to the protein kinase superfamily
Gerakladium132497	protein kinase activity
Gerakladium327	Hsp90 protein
Gerakladium500	Component of the F(0) channel, it forms part of the peripheral stalk, linking F(1) to F(0). The b'-subunit is a diverged and duplicated form of b found in plants and photosynthetic bacteria
Gerakladium167574	66 kDa stress
Gerakladium130827	heat shock protein binding
Gerakladium155266	Belongs to the class-II DAHP synthase family
Gerakladium117036	calcium-dependent cysteine-type endopeptidase activity
Gerakladium1653	dynein intermediate chain binding
Gerakladium114880	Sulfatase-modifying factor enzyme 1
Gerakladium178168	Catalyzes the attachment of alanine to tRNA(Ala) in a two-step reaction alanine is first activated by ATP to form Ala- AMP and then transferred to the acceptor end of tRNA(Ala). Also edits incorrectly charged tRNA(Ala) via its editing domain
Gerakladium219327	Component of cytosolic 80S ribosome and 60S large subunit
Gerakladium105556	A domain family that is part of the cupin metalloenzyme superfamily.
Gerakladium193319	Responsible for synthesis of pseudouridine from uracil
Gerakladium25124	Transmembrane family, TMEM144 of transporters
Gerakladium152328	isocitrate lyase activity
Gerakladium212898	-
Gerakladium187559	methyltransferase activity
Gerakladium171423	Belongs to the cysteine synthase cystathionine beta- synthase family
Gerakladium194156	flavin adenine dinucleotide binding
Gerakladium98693	glutathione-S-transferase glutaredoxin
Gerakladium29716	phosphatidate cytidylyltransferase activity
Gerakladium185076	MAP kinase tyrosine/serine/threonine phosphatase activity
Gerakladium26460	Alpha,alpha-trehalose-phosphate synthase UDP-forming
Gerakladium185702	Transmembrane protein 144
Gerakladium11794	ATPase activity
Gerakladium2414	Belongs to the phosphoglycerate mutase family. BPG- dependent PGAM subfamily
Gerakladium169007	G-protein coupled receptor kinase activity
Gerakladium24626	Calreticulin family
Gerakladium37453	Belongs to the amidase family
Gerakladium3947	regulatory subunit
Gerakladium188415	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family
Gerakladium13385	Glutamate synthase 1
Gerakladium14289	fructose 1,6-bisphosphate 1-phosphatase activity
Gerakladium113263	Cytochrome c oxidase
Gerakladium214840	Histone acetyltransferase MCC1-like
Gerakladium156846	acyl-protein thioesterase
Gerakladium54964	Chlorophyll A-B binding protein
Gerakladium148640	Belongs to the DEAD box helicase family
Gerakladium27461	Alkylated DNA repair protein
Gerakladium173742	Oxidoreductase family, NAD-binding Rossmann fold
Gerakladium180604	Domain of unknown function (DUF4483)
Gerakladium207452	carboxylic ester hydrolase activity
Gerakladium189728	proline hydroxylase
Gerakladium186896	stress-induced mitochondrial fusion
Gerakladium49017	Belongs to the SNF7 family
Gerakladium7404	protein serine/threonine kinase activity
Gerakladium99721	Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB NOP family
Gerakladium104900	Zinc-binding dehydrogenase
Gerakladium18451	AMP-binding enzyme C-terminal domain
Gerakladium114570	family 2, TIM barrel
Gerakladium1032	Esterase PHB depolymerase
Gerakladium55570	ATP binding
Gerakladium179614	helicase activity
Gerakladium38772	GTP binding
Gerakladium13076	acetylcholinesterase activity
Gerakladium135210	Phosphoribulokinase / Uridine kinase family
Gerakladium170604	Belongs to the glycosyl hydrolase 3 family
Gerakladium16989	Displays ATPase and GTPase activities
Gerakladium22337	YT521-B-like domain
Gerakladium187781	intraciliary transport
Gerakladium93808	NAD+ binding
Gerakladium167478	Belongs to the DEAD box helicase family
Gerakladium44343	Protease Do-like 10
Gerakladium214199	2-acylglycerol O-acyltransferase activity
Gerakladium151856	Acetyltransferase (GNAT) domain
Gerakladium114289	aldo keto reductase
Gerakladium7247	Poly(ADP-ribose) polymerase and DNA-Ligase Zn-finger region domain-containing protein
Gerakladium12822	RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate. Both reactions occur simultaneously and in competition at the same active site
Gerakladium17694	nicotinamide phosphoribosyltransferase activity
Gerakladium11884	Iron-binding zinc finger CDGSH type
Gerakladium168093	voltage-gated potassium channel activity
Gerakladium8469	Acyl-CoA dehydrogenase, N-terminal domain
Gerakladium545	60S ribosomal protein
Gerakladium190416	Calcium-dependent protein kinase
Gerakladium132711	Protein serine threonine phosphatase activity. It is involved in the biological process described with protein dephosphorylation
Gerakladium2869	Serine hydrolase (FSH1)
Gerakladium19772	RING-H2 zinc finger domain
Gerakladium6300	symporter activity
Gerakladium16431	N-acetylgalactosaminyltransferase 7
Gerakladium4685	alkylated DNA
Gerakladium86664	Ferredoxin-dependent glutamate synthase
Gerakladium32190	otolith formation
Gerakladium123122	tRNA (uracil) methyltransferase activity
Gerakladium2024	pyrimidine deoxyribonucleoside monophosphate catabolic process
Gerakladium2245	molting cycle, collagen and cuticulin-based cuticle
Gerakladium157460	Belongs to the phosphoglycerate mutase family
Gerakladium13418	Belongs to the protein-tyrosine phosphatase family. Non-receptor class dual specificity subfamily
Gerakladium63500	Catalyzes the transfer of a two-carbon ketol group from a ketose donor to an aldose acceptor, via a covalent intermediate with the cofactor thiamine pyrophosphate
Gerakladium151006	TPR repeat
Gerakladium171337	purine nucleosidase activity
Gerakladium50947	Cupin superfamily protein
Gerakladium31680	PFAM oxidoreductase FAD NAD(P)-binding domain protein
Gerakladium70922	calmodulin
Gerakladium19094	Domain of unknown function (DUF4419)
Gerakladium5355	serine threonine-protein kinase
Gerakladium191564	pseudouridine synthase activity
Gerakladium90205	PsaD
Gerakladium17913	Serine/Threonine protein kinases, catalytic domain
Gerakladium185337	MAP kinase kinase kinase activity
Gerakladium5761	Stabilizes the interaction between PsaC and the PSI core, assists the docking of the ferredoxin to PSI and interacts with ferredoxin-NADP oxidoreductase
Gerakladium42667	metalloendopeptidase activity
Gerakladium134895	Belongs to the pirin family
Gerakladium185365	AAR2 protein
Gerakladium133879	-
Gerakladium69666	FAD dependent oxidoreductase
Gerakladium28934	RNA pseudouridylate synthase
Gerakladium185114	One of the components of the core complex of photosystem II (PSII). It binds chlorophyll and helps catalyze the primary light-induced photochemical processes of PSII. PSII is a light- driven water plastoquinone oxidoreductase, using light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation
Gerakladium55424	negative regulation of CAMKK-AMPK signaling cascade
Gerakladium132371	negative regulation of TORC1 signaling
Gerakladium50873	Chaperone protein dnaJ
Gerakladium114220	Mannose-P-dolichol utilization defect 1
Gerakladium8521	Formate/nitrite transporter
Gerakladium115938	Small nuclear ribonucleoprotein
Gerakladium205857	calmodulin-dependent protein kinase activity
Gerakladium25312	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
Gerakladium7013	Chlorophyll A-B binding protein
Gerakladium36037	Subtilase family
Gerakladium35342	COG1112 Superfamily I DNA and RNA helicases and helicase subunits DNA replication, recombination, and repair and Cleavage and polyadenylation specificity factor (CPSF) Clipper subunit and related makorin family Zn-finger proteins
Gerakladium170588	Catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate
Gerakladium289	Lipopolysaccharide kinase (Kdo/WaaP) family
Gerakladium2297	oxidoreductase activity, acting on diphenols and related substances as donors
Gerakladium104784	Protein phosphatase 2A homologues, catalytic domain.
Gerakladium191108	Glutaminyl-peptide
Gerakladium195117	zinc finger (CCCH type)
Gerakladium17678	Ribosomal protein L14p/L23e
Gerakladium90978	-
Gerakladium150835	PFAM Ion transport protein
Gerakladium10100	ABC transporter G family member
Gerakladium60715	dipeptidyl-peptidase activity
Gerakladium15006	Belongs to the eukaryotic ribosomal protein eS8 family
Gerakladium16426	Oxidoreductase activity. It is involved in the biological process described with oxidation-reduction process
Gerakladium86785	Endonuclease that specifically degrades the RNA of RNA- DNA hybrids
Gerakladium8711	Binds the poly(A) tail of mRNA
Gerakladium10221	positive regulation of nuclear receptor transcription coactivator activity
Gerakladium132122	Functions in the early steps of protein synthesis of a small number of specific mRNAs. Acts by directing the binding of methionyl-tRNAi to 40S ribosomal subunits. In contrast to the eIF- 2 complex, it binds methionyl-tRNAi to 40 S subunits in a codon- dependent manner, whereas the eIF-2 complex binds methionyl-tRNAi to 40 S subunits in a GTP-dependent manner. May act by impiging the expression of specific proteins
Gerakladium114365	serine-type endopeptidase activity
Gerakladium168229	Gpi16 subunit, GPI transamidase component
Gerakladium131706	Belongs to the peptidase A1 family
Gerakladium169091	phosphatase
Gerakladium15371	cAMP-dependent protein kinase regulatory subunit
Gerakladium118619	Regulator of chromosome condensation
Gerakladium50720	Sugar (and other) transporter
Gerakladium114848	Peptidyl-prolyl cis-trans isomerase
Gerakladium167203	cathepsin S
Gerakladium122658	serine-type endopeptidase activity
Gerakladium135217	Belongs to the DHHC palmitoyltransferase family
Gerakladium13218	Cellulase (glycosyl hydrolase family 5)
Gerakladium1124	Voltage gated chloride channel
Gerakladium171119	Glycosyltransferase, MGT family
Gerakladium176966	Dephospho-CoA kinase
Gerakladium11332	-
Gerakladium205730	Involved in the biosynthesis of the central metabolite phospho-alpha-D-ribosyl-1-pyrophosphate (PRPP) via the transfer of pyrophosphoryl group from ATP to 1-hydroxyl of ribose-5-phosphate (Rib-5-P)
Gerakladium2084	Fungal-type cellulose-binding domain
Gerakladium3253	zinc finger
Gerakladium148957	decanoate-CoA ligase activity
Gerakladium9367	positive regulation of chromatin silencing at rDNA
Gerakladium50904	Belongs to the glycosyltransferase 1 family. Bacterial plant glycogen synthase subfamily
Gerakladium136449	spliceosomal snRNP assembly
Gerakladium3385	Belongs to the RuBisCO large chain family
Gerakladium78373	methionine adenosyltransferase activity
Gerakladium55752	polymerase family, member 6
Gerakladium118115	methyltransferase activity
Gerakladium187001	cAMP-dependent protein kinase regulator activity
Gerakladium33684	SAC3/GANP family
Gerakladium17670	BT1 family
Gerakladium151403	dioxygenase
Gerakladium64071	inositol oxygenase activity
Gerakladium168527	four-way junction helicase activity
Gerakladium152128	One of the primary rRNA binding proteins, it binds specifically to the 5'-end of 16S ribosomal RNA
Gerakladium115265	serine-type endopeptidase activity
Gerakladium70680	Cupin-like domain
Gerakladium209163	A1 Propeptide
Gerakladium78925	Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family
Gerakladium135511	Subunit of the peripheral V1 complex of vacuolar ATPase essential for assembly or catalytic function. V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells
Gerakladium167452	-
Gerakladium168390	amino acid adenylation domain protein
Gerakladium34588	EF-hand domain
Gerakladium61756	procollagen-lysine 5-dioxygenase activity
Gerakladium3786	protein serine/threonine kinase activity
Gerakladium33327	Phosphomethylpyrimidine kinase
Gerakladium154281	intramolecular oxidoreductase activity, transposing S-S bonds
Gerakladium35494	Glycosyl hydrolase catalytic core
Gerakladium16118	Glycosyl hydrolase family 1
Gerakladium33563	palmitoyl-(protein) hydrolase activity
Gerakladium8660	Membrane bound O-acyl transferase family
Gerakladium191507	SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain
Gerakladium726	Na+/Pi-cotransporter
Gerakladium204951	myotome development
Gerakladium88997	Na H antiporter NhaD and related arsenite
Gerakladium13740	Yip1 domain
Gerakladium9178	GMC oxidoreductase
Gerakladium1965	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides
Gerakladium209119	Sodium/calcium exchanger protein
Gerakladium12625	SUMO transferase activity
Gerakladium205177	Motif C-terminal to PAS motifs (likely to contribute to PAS structural domain)
Gerakladium205785	exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay
Gerakladium131673	peroxiredoxin activity
Gerakladium90659	Responsible for the release of ribosomes from messenger RNA at the termination of protein biosynthesis. May increase the efficiency of translation by recycling ribosomes from one round of translation to another
Gerakladium12070	ATP citrate synthase activity
Gerakladium97385	60S ribosomal protein
Gerakladium185320	6-phosphofructokinase activity
Gerakladium12646	cell differentiation
Gerakladium12959	ATPase activity
Gerakladium131820	cysteine-type peptidase activity
Gerakladium12520	Glycine-rich domain-containing protein-like
Gerakladium112045	Serine threonine-protein phosphatase
Gerakladium133649	Proteasome subunit beta
Gerakladium79375	Chlorophyll A-B binding protein
Gerakladium7618	PKS_KR
Gerakladium9582	Belongs to the DHHC palmitoyltransferase family
Gerakladium12813	Belongs to the protein-tyrosine phosphatase family. Non-receptor class myotubularin subfamily
Gerakladium169774	tRNA methyltransferase activity
Gerakladium4359	4-aminobutyrate:pyruvate transaminase activity
Gerakladium214080	histone deacetylase
Gerakladium36697	Belongs to the 14-3-3 family
Gerakladium175366	Calmodulin
Gerakladium135533	beta-glucosidase activity
Gerakladium10701	phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity
Gerakladium138494	26S proteasome non-ATPase regulatory subunit 7
Gerakladium46665	CAAX prenyl protease N-terminal, five membrane helices
Gerakladium35174	MAP kinase kinase kinase activity
Gerakladium123470	Nucleoredoxin
Gerakladium6880	Caspase domain
Gerakladium211818	Glycosyl hydrolase family 7
Gerakladium135309	reductase
Gerakladium14614	Tetratricopeptide repeat
Gerakladium9613	Catalyzes the reversible adenylation of nicotinate mononucleotide (NaMN) to nicotinic acid adenine dinucleotide (NaAD)
Gerakladium25183	ATP-dependent RNA helicase
Gerakladium131712	Involved in the biosynthesis of the osmoprotectant glycine betaine. Catalyzes the oxidation of choline to betaine aldehyde and betaine aldehyde to glycine betaine at the same rate
Gerakladium119845	Pantothenate kinase 4
Gerakladium216115	Belongs to the pseudouridine synthase RsuA family
Gerakladium34338	triglyceride mobilization
Gerakladium205897	Domain amino terminal to FKBP-type peptidyl-prolyl isomerase
Gerakladium20593	MatE
Gerakladium169232	HD domain
Gerakladium6871	Radical_SAM C-terminal domain
Gerakladium8150	RNA binding domain
Gerakladium150776	YGGT family
Gerakladium153416	Desumoylating isopeptidase
Gerakladium13321	phosphorelay sensor kinase activity
Gerakladium12676	regulation of chaperone-mediated protein folding
Gerakladium53008	Chaperone protein DNAj
Gerakladium196724	Tctex-1 family
Gerakladium191913	Ankyrin repeats (many copies)
Gerakladium186575	DnaJ protein
Gerakladium60690	Di-glucose binding within endoplasmic reticulum
Gerakladium36117	Centrosomal protein
Gerakladium151957	homolog subfamily C member
Gerakladium13204	Belongs to the peptidase C2 family
Gerakladium217106	Sucrose-6F-phosphate phosphohydrolase
Gerakladium210532	Charged multivesicular body protein 5. Source PGD
Gerakladium168193	Protein kinase C conserved region 2 (CalB)
Gerakladium137863	enoyl-CoA hydratase
Gerakladium5219	Methyltransferase domain
Gerakladium168249	acid phosphatase activity
Gerakladium185461	Dynactin subunit 4 isoform
Gerakladium5131	phosphatase
Gerakladium61072	Belongs to the glycosyl hydrolase 13 family
Gerakladium18703	ABC transporter
Gerakladium207039	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
Gerakladium195234	MAP kinase activity
Gerakladium214517	ABC transporter
Gerakladium11816	imidazolonepropionase activity
Gerakladium168782	kinase-like protein
Gerakladium115712	phosphatase 2C
Gerakladium17929	Protein GDAP2 homolog
Gerakladium36106	Chlorophyll A-B binding protein
Gerakladium215213	Peptidase C26
Gerakladium192811	Digalactosyldiacylglycerol synthase 1
Gerakladium207146	phenylpyruvate tautomerase activity
Gerakladium148	60S ribosomal protein L9
Gerakladium208449	phosphatase 2C
Gerakladium22671	serine threonine-protein phosphatase
Gerakladium52604	FAD binding domain
Gerakladium81860	ATP-citrate synthase. Source PGD
Gerakladium132814	RNA-binding, Nab2-type zinc finger
Gerakladium134950	Belongs to the class-IV pyridoxal-phosphate-dependent aminotransferase family
Gerakladium16455	hydroxymethylglutaryl-CoA synthase activity
Gerakladium206145	cell division
Gerakladium157438	Peptidyl-prolyl cis-trans isomerase
Gerakladium167244	Sulfite reductase
Gerakladium185201	26S proteasome non-ATPase regulatory subunit
Gerakladium186241	C-type lectin (CTL) or carbohydrate-recognition domain (CRD)
Gerakladium189277	RNA binding
Gerakladium187144	KIAA1430 homologue
Gerakladium2185	Transporter associated domain
Gerakladium55801	Methyltransferase domain
Gerakladium205318	Protein-tyrosine-phosphatase MKP1-like
Gerakladium116919	Responsible for synthesis of pseudouridine from uracil
Gerakladium93403	Belongs to the universal ribosomal protein uL1 family
Gerakladium34844	Leucine rich transmembrane and O-methyltransferase domain containing
Gerakladium94377	The transhydrogenation between NADH and NADP is coupled to respiration and ATP hydrolysis and functions as a proton pump across the membrane
Gerakladium31273	Belongs to the DEAD box helicase family
Gerakladium21655	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides
Gerakladium13949	Speckle-type POZ protein-like
Gerakladium186542	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Gerakladium187988	neutral amino acid transmembrane transporter activity
Gerakladium190493	dna topoisomerase
Gerakladium6414	Calcium ion binding
Gerakladium149068	Catalyzes the conversion of D-ribulose 5-phosphate to formate and 3,4-dihydroxy-2-butanone 4-phosphate
Gerakladium9310	ubiquitin-conjugating enzyme
Gerakladium155412	Serine threonine tyrosine interacting protein
Gerakladium151471	Amidase
Gerakladium7255	RNA recognition motif
Gerakladium173654	Alpha-1,2-glucosyltransferase. Source PGD
Gerakladium209722	Bifunctional serine threonine kinase and phosphorylase involved in the regulation of the pyruvate, phosphate dikinase (PPDK) by catalyzing its phosphorylation dephosphorylation
Gerakladium1713	ribosomal protein
Gerakladium45385	PFAM major facilitator superfamily MFS_1
Gerakladium66397	DnaJ molecular chaperone homology domain
Gerakladium50828	procollagen-lysine 5-dioxygenase activity
Gerakladium13556	Serine aminopeptidase, S33
Gerakladium2053	procollagen-proline 4-dioxygenase activity
Gerakladium2941	Associates with the EF-Tu.GDP complex and induces the exchange of GDP to GTP. It remains bound to the aminoacyl-tRNA.EF- Tu.GTP complex up to the GTP hydrolysis stage on the ribosome
Gerakladium8003	RNA binding
Gerakladium130660	delayed rectifier potassium channel activity
Gerakladium29247	3'-5' exonuclease
Gerakladium59597	Belongs to the PI3 PI4-kinase family
Gerakladium10761	beta-amylase
Gerakladium188834	nucleosomal DNA binding
Gerakladium51866	Belongs to the FPG family
Gerakladium7122	RNA-binding protein mei2 homologue
Gerakladium9702	Solute carrier family 35, member G1
Gerakladium14875	FAD binding domain of DNA photolyase
Gerakladium83980	serine threonine protein phosphatase
Gerakladium76946	acid phosphatase activity
Gerakladium186637	Serine/threonine phosphatases, family 2C, catalytic domain
Gerakladium9117	2OG-Fe(II) oxygenase superfamily
Gerakladium189749	PFAM Glycosyl transferase family 2
Gerakladium8032	microtubule motor activity
Gerakladium186065	Belongs to the CTL (choline transporter-like) family
Gerakladium175407	COG2214 DnaJ-class molecular chaperone
Gerakladium7231	PKHD-type hydroxylase At1g22950-like
Gerakladium1515	Belongs to the universal ribosomal protein uS19 family
Gerakladium8237	Carbamoyltransferase
Gerakladium31102	Chlorophyll A-B binding protein
Gerakladium109596	MutT nudix family protein
Gerakladium133568	CRAL/TRIO domain
Gerakladium3356	VWA domain containing CoxE-like protein
Gerakladium53516	protein deacetylase activity
Gerakladium15660	ATP binding
Gerakladium3573	Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family
Gerakladium111438	alpha beta
Gerakladium151989	serine-type carboxypeptidase activity
Gerakladium28559	Belongs to the glycosyl hydrolase 7 (cellulase C) family
Gerakladium149331	RNA-binding protein mei2 homologue
Gerakladium130840	Sucrose transport protein
Gerakladium48507	Phosphatidylinositol glycan anchor biosynthesis class Q
Gerakladium5758	3',5'-cyclic-nucleotide phosphodiesterase activity. It is involved in the biological process described with signal transduction
Gerakladium171551	Dual specificity phosphatase, catalytic domain
Gerakladium132681	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
Gerakladium636	ammonium transmembrane transporter activity
Gerakladium210590	Belongs to the DHHC palmitoyltransferase family
Gerakladium15347	Specifically methylates the 50S ribosomal protein L3 on a specific glutamine residue
Gerakladium4521	Belongs to the DEAD box helicase family
Gerakladium111100	beta-glucuronidase activity
Gerakladium7235	cell division
Gerakladium175127	Caspase domain
Gerakladium28552	Glutamine amidotransferase class-I
Gerakladium210071	sequence-specific DNA binding
Gerakladium3980	Component of the pyruvate dehydrogenase (PDH) complex, that catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2)
Gerakladium193092	cold-shock protein
Gerakladium133931	axoneme assembly
Gerakladium188916	positive regulation of peptidyl-threonine phosphorylation
Gerakladium160022	diaminopimelate decarboxylase
Gerakladium67434	MmgE PrpD family
Gerakladium11145	homocysteine
Gerakladium184988	Glycosyltransferase sugar-binding region containing DXD motif
Gerakladium187835	CRM1 C terminal
Gerakladium42073	phosphoenolpyruvate carboxykinase (ATP) activity
Gerakladium450	phosphatidylethanolamine metabolic process
Gerakladium168361	protein serine/threonine kinase activity
Gerakladium117621	phosphopantetheine binding
Gerakladium10447	WD repeat-containing protein 26
Gerakladium221770	component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation
Gerakladium136715	Belongs to the class-I aminoacyl-tRNA synthetase family
Gerakladium90408	shikimate 3-dehydrogenase (NADP+) activity
Gerakladium22271	Phosphatidylinositol-4-phosphate 5-Kinase
Gerakladium111659	Can catalyze the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage
Gerakladium188649	PPPDE putative peptidase domain
Gerakladium170119	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides
Gerakladium16453	procollagen-lysine 5-dioxygenase activity
Gerakladium9089	cyclin-dependent protein serine/threonine kinase activity
Gerakladium152307	ribosomal protein P2
Gerakladium205390	Zinc-dependent metalloprotease
Gerakladium216617	peptidyl-prolyl cis-trans isomerase activity
Gerakladium116753	Excises uracil residues from the DNA which can arise as a result of misincorporation of dUMP residues by DNA polymerase or due to deamination of cytosine
Gerakladium192500	Protein kinase domain
Gerakladium11866	Calcium-dependent protein kinase
Gerakladium214362	RNA binding
Gerakladium135198	Adenylate kinase, active site lid
Gerakladium56759	divinyl chlorophyllide a 8-vinyl-reductase activity
Gerakladium24728	ammonium transmembrane transporter activity
Gerakladium18148	Chlorophyll A-B binding protein
Gerakladium150673	)-oxidoreductase
Gerakladium11101	Poly(ADP-ribose) polymerase catalytic domain
Gerakladium187508	Serine threonine-protein phosphatase
Gerakladium149941	PPPDE putative peptidase domain
Gerakladium90276	NAC domain
Gerakladium9725	UDP-glucoronosyl and UDP-glucosyl transferase
Gerakladium70269	ABC transporter F family member 4
Gerakladium152579	of the major facilitator superfamily
Gerakladium19070	Protein kinase A catalytic subunit isoform
Gerakladium168086	Lecithin:cholesterol acyltransferase
Gerakladium26269	[acyl-carrier-protein] S-malonyltransferase activity
Gerakladium999	Elongation factor G C-terminus
Gerakladium168596	hypoxanthine salvage
Gerakladium60705	cellular response to benomyl
Gerakladium221383	tpt-domain-containing protein
Gerakladium187100	glycine hydroxymethyltransferase activity
Gerakladium114996	Belongs to the protein kinase superfamily
Gerakladium33162	cysteine-type peptidase activity
Gerakladium208204	Erv1 / Alr family
Gerakladium10614	calcium-dependent cysteine-type endopeptidase activity
Gerakladium128585	Belongs to the peroxidase family
Gerakladium28114	Rhomboid-like protein
Gerakladium159656	transporter
Gerakladium209105	COG3145 Alkylated DNA repair protein
Gerakladium113279	Kelch repeat and K channel
Gerakladium36526	Alpha-kinase family
Gerakladium168073	Zinc finger DHHC domain-containing protein
Gerakladium44417	3',5'-cyclic-nucleotide phosphodiesterase activity
Gerakladium19854	fructose-bisphosphate aldolase activity
Gerakladium238	Belongs to the eukaryotic ribosomal protein eL13 family
Gerakladium49881	Chaperone protein DNAj
Gerakladium160744	Calcium-dependent protein kinase
Gerakladium171894	phosphoprotein phosphatase activity
Gerakladium152029	Plastid acetyl-CoA carboxylase
Gerakladium11769	Isochorismatase hydrolase
Gerakladium42248	NDP-glucose-starch glucosyltransferase activity
Gerakladium3807	isoform X1
Gerakladium24224	DEAD-like helicases superfamily
