Gerakladium170031	K08798
Gerakladium2638	K00931
Gerakladium185266	K00456
Gerakladium188300	K24139
Gerakladium170418	K11982
Gerakladium193452	K02945
Gerakladium132170	K04371
Gerakladium88611	K08582
Gerakladium151102	K12132
Gerakladium107507	K00645
Gerakladium171655	K15414
Gerakladium167715	K00059
Gerakladium12070	K01648
Gerakladium136734	K03978
Gerakladium114181	K01874
Gerakladium120230	K00476
Gerakladium31400	K22753
Gerakladium173214	K10380
Gerakladium119530	K08498
Gerakladium7705	K15083
Gerakladium189127	K00521
Gerakladium55705	K01179
Gerakladium132172	K15027
Gerakladium123920	K10773
Gerakladium11640	K13412
Gerakladium92852	K06941
Gerakladium134911	K14709
Gerakladium115632	K22073
Gerakladium152198	K16602
Gerakladium20271	K09523
Gerakladium168739	K00013
Gerakladium74756	K15259
Gerakladium167321	K08798
Gerakladium169198	K02493
Gerakladium152535	K02234
Gerakladium157438	K03769
Gerakladium15618	K10967
Gerakladium191507	K11426
Gerakladium143001	K15535
Gerakladium5344	K05349
Gerakladium56497	K04855
Gerakladium163097	K12432
Gerakladium208867	K08489
Gerakladium169259	K00476
Gerakladium105306	K08176
Gerakladium647	K12385
Gerakladium186499	K15111
Gerakladium113270	K19525
Gerakladium185882	K00294
Gerakladium121126	K13106
Gerakladium84485	K10380
Gerakladium131397	K04905
Gerakladium40842	K01510
Gerakladium151732	K08857
Gerakladium209813	K10259
Gerakladium150987	K13293
Gerakladium190982	K01850
Gerakladium8	K08900
Gerakladium35149	K00002
Gerakladium156283	K12823
Gerakladium76630	K02915
Gerakladium187355	K24392
Gerakladium131119	K01250
Gerakladium13949	K10523
Gerakladium113630	K06674
Gerakladium205314	K23257
Gerakladium149926	K19199
Gerakladium88437	K22614
Gerakladium167708	K14800
Gerakladium12836	K01174
Gerakladium115497	K24205
Gerakladium16431	K00710
Gerakladium168101	K00898
Gerakladium134950	K00826
Gerakladium29703	K20872
Gerakladium192843	K12410
Gerakladium45169	K01076
Gerakladium15990	K03424
Gerakladium30016	K09514
Gerakladium27780	K12132
Gerakladium155012	K20715
Gerakladium111424	K20606
Gerakladium204892	K09518
Gerakladium35833	K17943
Gerakladium213723	K04908
Gerakladium111407	K08994
Gerakladium29590	K00645
Gerakladium22076	K04392
Gerakladium187567	K18703
Gerakladium191238	K11252
Gerakladium11071	K04371
Gerakladium72278	K09581
Gerakladium22443	K24728
Gerakladium191443	K00810
Gerakladium116661	K16462
Gerakladium22431	K04739
Gerakladium186879	K08866
Gerakladium96941	K03686
Gerakladium186241	K06793
Gerakladium115288	K00079
Gerakladium167244	K00381
Gerakladium1618	K03839
Gerakladium87525	K02685
Gerakladium117807	K23424
Gerakladium30929	K15015
Gerakladium207038	K04460
Gerakladium187457	K11168
Gerakladium22618	K22614
Gerakladium139662	K04461
Gerakladium206967	K14683
Gerakladium152289	K07874
Gerakladium117622	K22857
Gerakladium62185	K02941
Gerakladium33394	K02874
Gerakladium19070	K07376
Gerakladium9819	K12460
Gerakladium95684	K17710
Gerakladium37949	K13412
Gerakladium197880	K20602
Gerakladium159656	K15276
Gerakladium25277	K01817
Gerakladium170889	K10165
Gerakladium89418	K03403
Gerakladium70598	K14347
Gerakladium194470	K04711
Gerakladium131016	K08957
Gerakladium74273	K22753
Gerakladium209112	K07300
Gerakladium190431	K00799
Gerakladium11051	K01537
Gerakladium130954	K05592
Gerakladium2245	K12385
Gerakladium31846	K03147
Gerakladium214024	K16482
Gerakladium17404	K02183
Gerakladium168669	K06020
Gerakladium170790	K16729
Gerakladium111726	K07374
Gerakladium197734	K11990
Gerakladium149451	K03403
Gerakladium130991	K03259
Gerakladium188986	K18849
Gerakladium112921	K17584
Gerakladium25288	K10380
Gerakladium89521	K05278
Gerakladium77029	K04885
Gerakladium113864	K08794
Gerakladium74662	K07407
Gerakladium12646	K04648
Gerakladium152178	K00557
Gerakladium205897	K03773
Gerakladium214199	K22848
Gerakladium149964	K01365
Gerakladium155609	K07126
Gerakladium7968	K01236
Gerakladium150863	K03696
Gerakladium112960	K06793
Gerakladium117904	K13117
Gerakladium131601	K00914
Gerakladium151290	K03260
Gerakladium2434	K03260
Gerakladium168619	K25378
Gerakladium33058	K18561
Gerakladium169318	K15450
Gerakladium139922	K23882
Gerakladium172748	K04371
Gerakladium192811	K09480
Gerakladium111977	K15402
Gerakladium169175	K14963
Gerakladium211361	K05794
Gerakladium207118	K01382
Gerakladium42486	K02115
Gerakladium216143	K14944
Gerakladium135359	K12460
Gerakladium27057	K02891
Gerakladium14338	K21989
Gerakladium157849	K22866
Gerakladium593	K03798
Gerakladium112941	K22763
Gerakladium194156	K03777
Gerakladium93913	K03686
Gerakladium190832	K08857
Gerakladium23622	K03686
Gerakladium186856	K00942
Gerakladium21402	K13412
Gerakladium2705	K14338
Gerakladium190018	K09592
Gerakladium18044	K00609
Gerakladium46745	K22809
Gerakladium24650	K02634
Gerakladium186374	K01008
Gerakladium170907	K03007
Gerakladium31272	K00703
Gerakladium111971	K02728
Gerakladium212061	K12132
Gerakladium2627	K09838
Gerakladium113609	K10523
Gerakladium1303	K10367
Gerakladium194688	K12199
Gerakladium205319	K00814
Gerakladium137936	K11435
Gerakladium207585	K01556
Gerakladium191564	K06177
Gerakladium208137	K10808
Gerakladium135072	K13412
Gerakladium112184	K24195
Gerakladium28184	K03231
Gerakladium2528	K08869
Gerakladium205603	K03929
Gerakladium67480	K13177
Gerakladium1675	K18041
Gerakladium46138	K11096
Gerakladium139388	K04855
Gerakladium10558	K04986
Gerakladium113908	K01669
Gerakladium169184	K18798
Gerakladium20719	K06180
Gerakladium34119	K13675
Gerakladium50899	K06180
Gerakladium37319	K03404
Gerakladium185300	K00472
Gerakladium4261	K08908
Gerakladium65114	K14759
Gerakladium17913	K08827
Gerakladium54134	K06413
Gerakladium60690	K06070
Gerakladium66586	K19760
Gerakladium153971	K22133
Gerakladium206408	K00710
Gerakladium14175	K03426
Gerakladium137589	K10406
Gerakladium206824	K12132
Gerakladium214534	K09874
Gerakladium127442	K01379
Gerakladium88235	K10860
Gerakladium105140	K22684
Gerakladium16936	K23029
Gerakladium141267	K04885
Gerakladium48635	K13667
Gerakladium209866	K13341
Gerakladium15545	K20093
Gerakladium36744	K00463
Gerakladium14925	K13412
Gerakladium207606	K04905
Gerakladium113859	K10380
Gerakladium9937	K13420
Gerakladium81148	K01673
Gerakladium123276	K02183
Gerakladium11780	K04460
Gerakladium65974	K00898
Gerakladium6857	K12132
Gerakladium215428	K06872
Gerakladium186262	K00058
Gerakladium137463	K20780
Gerakladium189878	K14819
Gerakladium105907	K01366
Gerakladium194833	K08189
Gerakladium149619	K00710
Gerakladium2659	K00362
Gerakladium138099	K00545
Gerakladium148806	K10380
Gerakladium171326	K02148
Gerakladium149326	K01054
Gerakladium189265	K00898
Gerakladium155216	K02114
Gerakladium134220	K10849
Gerakladium112225	K25426
Gerakladium189627	K14440
Gerakladium218741	K09549
Gerakladium137159	K10301
Gerakladium205564	K04955
Gerakladium12675	K01179
Gerakladium149113	K03686
Gerakladium26729	K17766
Gerakladium56315	K04079
Gerakladium185530	K10802
Gerakladium155942	K00058
Gerakladium169278	K13237
Gerakladium4117	K05592
Gerakladium59621	K03626
Gerakladium169729	K00898
Gerakladium208880	K13750
Gerakladium66941	K02836
Gerakladium189926	K03686
Gerakladium120404	K00800
Gerakladium170321	K08193
Gerakladium205201	K00472
Gerakladium2795	K09578
Gerakladium132110	K18819
Gerakladium29908	K17964
Gerakladium114704	K13210
Gerakladium113633	K10799
Gerakladium71017	K08016
Gerakladium19522	K09554
Gerakladium112421	K18166
Gerakladium25072	K16474
Gerakladium168272	K17508
Gerakladium113756	K19480
Gerakladium7247	K24070
Gerakladium115897	K10599
Gerakladium117369	K22763
Gerakladium9234	K10590
Gerakladium49211	K00134
Gerakladium48828	K00545
Gerakladium12628	K19539
Gerakladium167203	K01365
Gerakladium63388	K13339
Gerakladium6877	K15504
Gerakladium5526	K00031
Gerakladium6880	K22684
Gerakladium135	K02934
Gerakladium60664	K19787
Gerakladium33221	K16302
Gerakladium3450	K10858
Gerakladium45506	K03762
Gerakladium205876	K10380
Gerakladium152754	K01210
Gerakladium119981	K19413
Gerakladium57492	K08857
Gerakladium103291	K02331
Gerakladium167415	K17943
Gerakladium13418	K14165
Gerakladium35357	K15976
Gerakladium112158	K00799
Gerakladium5749	K10414
Gerakladium186311	K23048
Gerakladium174053	K10380
Gerakladium12918	K04079
Gerakladium130642	K22614
Gerakladium218697	K13347
Gerakladium138202	K00434
Gerakladium1278	K12796
Gerakladium29960	K12436
Gerakladium134179	K17686
Gerakladium2466	K05849
Gerakladium151285	K11976
Gerakladium42404	K24956
Gerakladium185581	K04936
Gerakladium13500	K02927
Gerakladium10701	K14165
Gerakladium207381	K08214
Gerakladium109985	K23288
Gerakladium50103	K20777
Gerakladium117818	K04905
Gerakladium169345	K15259
Gerakladium105459	K05531
Gerakladium208851	K17299
Gerakladium170528	K14944
Gerakladium110230	K10407
Gerakladium2110	K02997
Gerakladium49659	K00476
Gerakladium133374	K13412
Gerakladium212832	K15015
Gerakladium170297	K13293
Gerakladium97274	K00898
Gerakladium43	K13679
Gerakladium6642	K13614
Gerakladium169465	K15047
Gerakladium4287	K05849
Gerakladium187196	K11717
Gerakladium205597	K01180
Gerakladium85157	K04771
Gerakladium185	K04888
Gerakladium5770	K10412
Gerakladium50962	K03234
Gerakladium214221	K17964
Gerakladium152735	K06129
Gerakladium168171	K21396
Gerakladium3184	K24509
Gerakladium150517	K10523
Gerakladium170071	K07238
Gerakladium190343	K02867
Gerakladium7464	K13293
Gerakladium110753	K12119
Gerakladium34274	K01697
Gerakladium209937	K18059
Gerakladium136096	K08056
Gerakladium4184	K10860
Gerakladium115834	K12339
Gerakladium3778	K01178
Gerakladium113025	K13412
Gerakladium209163	K01382
Gerakladium21265	K01625
Gerakladium208555	K00522
Gerakladium64981	K15665
Gerakladium3854	K25165
Gerakladium215249	K00793
Gerakladium25479	K18468
Gerakladium12692	K10393
Gerakladium130803	K16726
Gerakladium4555	K09884
Gerakladium114397	K16289
Gerakladium22226	K11417
Gerakladium4103	K01845
Gerakladium44169	K21919
Gerakladium59245	K13291
Gerakladium152579	K08151
Gerakladium64899	K02881
Gerakladium148826	K08869
Gerakladium35485	K12460
Gerakladium1476	K17951
Gerakladium150657	K01069
Gerakladium176888	K03031
Gerakladium132411	K12375
Gerakladium75525	K00615
Gerakladium154239	K13614
Gerakladium20415	K01803
Gerakladium186158	K11099
Gerakladium177112	K09550
Gerakladium152280	K22763
Gerakladium174887	K17710
Gerakladium138171	K10380
Gerakladium152029	K11262
Gerakladium27461	K10860
Gerakladium74042	K01845
Gerakladium44098	K17943
Gerakladium137500	K01363
Gerakladium18835	K04739
Gerakladium4360	K00029
Gerakladium185905	K12442
Gerakladium113352	K15377
Gerakladium21404	K15201
Gerakladium115192	K07300
Gerakladium197414	K07115
Gerakladium58245	K13412
Gerakladium185477	K09640
Gerakladium111559	K12132
Gerakladium18967	K13412
Gerakladium17108	K16465
Gerakladium117009	K23902
Gerakladium207618	K22763
Gerakladium190738	K03676
Gerakladium26339	K01738
Gerakladium149168	K03686
Gerakladium209719	K12850
Gerakladium216995	K04043
Gerakladium29154	K00925
Gerakladium190573	K19041
Gerakladium35801	K04905
Gerakladium173802	K15503
Gerakladium74903	K09592
Gerakladium96122	K01462
Gerakladium134887	K08235
Gerakladium168180	K10839
Gerakladium150504	K20359
Gerakladium116953	K12586
Gerakladium19854	K01624
Gerakladium10018	K07968
Gerakladium111781	K05955
Gerakladium112474	K00993
Gerakladium132931	K04711
Gerakladium156446	K06130
Gerakladium68465	K02915
Gerakladium6414	K02183
Gerakladium148719	K03281
Gerakladium7573	K05330
Gerakladium112955	K00895
Gerakladium112931	K12132
Gerakladium65653	K00845
Gerakladium150125	K07126
Gerakladium191157	K08789
Gerakladium134476	K10268
Gerakladium169543	K01915
Gerakladium8691	K09502
Gerakladium157142	K22943
Gerakladium50707	K01769
Gerakladium169074	K14004
Gerakladium157460	K15634
Gerakladium84072	K03365
Gerakladium111538	K04851
Gerakladium3886	K19760
Gerakladium136855	K14683
Gerakladium133215	K21396
Gerakladium15418	K16726
Gerakladium9510	K01749
Gerakladium115605	K13280
Gerakladium14239	K19626
Gerakladium60050	K01379
Gerakladium6027	K07376
Gerakladium167206	K07440
Gerakladium12186	K00615
Gerakladium206057	K11855
Gerakladium62928	K24729
Gerakladium30753	K16889
Gerakladium185544	K08869
Gerakladium53662	K16302
Gerakladium132822	K10380
Gerakladium12671	K24929
Gerakladium132703	K03437
Gerakladium11218	K04043
Gerakladium9388	K15516
Gerakladium7086	K07976
Gerakladium206535	K04885
Gerakladium3953	K03083
Gerakladium13079	K05016
Gerakladium12729	K00991
Gerakladium210590	K20028
Gerakladium205886	K00434
Gerakladium48371	K03320
Gerakladium33443	K00058
Gerakladium149631	K13071
Gerakladium133260	K10799
Gerakladium120045	K19613
Gerakladium5350	K09580
Gerakladium72061	K15259
Gerakladium150871	K19755
Gerakladium216745	K12305
Gerakladium148809	K24970
Gerakladium210345	K19730
Gerakladium46085	K22762
Gerakladium7977	K19269
Gerakladium176136	K01365
Gerakladium156336	K10255
Gerakladium15876	K13356
Gerakladium21206	K03320
Gerakladium209722	K09773
Gerakladium14723	K16604
Gerakladium17033	K14427
Gerakladium134176	K04841
Gerakladium45309	K08057
Gerakladium168111	K04986
Gerakladium188591	K00326
Gerakladium160334	K01278
Gerakladium99583	K19269
Gerakladium9497	K11157
Gerakladium109677	K19519
Gerakladium149656	K21989
Gerakladium205145	K13126
Gerakladium23379	K04043
Gerakladium40893	K21989
Gerakladium83113	K22809
Gerakladium169292	K14297
Gerakladium60642	K06911
Gerakladium13135	K13126
Gerakladium169019	K13448
Gerakladium186027	K14990
Gerakladium119228	K08489
Gerakladium48069	K10799
Gerakladium2130	K00871
Gerakladium187644	K10860
Gerakladium212288	K08193
Gerakladium59186	K12598
Gerakladium134821	K08151
Gerakladium117934	K07735
Gerakladium186430	K24835
Gerakladium204951	K19671
Gerakladium151841	K19530
Gerakladium763	K02935
Gerakladium210419	K05218
Gerakladium116183	K06180
Gerakladium66492	K08857
Gerakladium50720	K08151
Gerakladium47574	K12132
Gerakladium13076	K03929
Gerakladium2160	K03676
Gerakladium173291	K12132
Gerakladium23439	K02358
Gerakladium46332	K01375
Gerakladium195239	K19755
Gerakladium17348	K05692
Gerakladium22784	K02868
Gerakladium37735	K10380
Gerakladium208537	K04078
Gerakladium207818	K12373
Gerakladium187	K08957
Gerakladium94950	K15398
Gerakladium71245	K04908
Gerakladium3484	K12460
Gerakladium19106	K00045
Gerakladium88708	K06180
Gerakladium7080	K04956
Gerakladium173343	K13208
Gerakladium52745	K05760
Gerakladium66245	K07056
Gerakladium17373	K24392
Gerakladium174083	K14652
Gerakladium44795	K22763
Gerakladium18043	K12733
Gerakladium150360	K05677
Gerakladium154353	K02150
Gerakladium35118	K08869
Gerakladium153023	K08057
Gerakladium171311	K10380
Gerakladium66834	K15015
Gerakladium9964	K01517
Gerakladium168899	K16310
Gerakladium115946	K09485
Gerakladium26459	K01697
Gerakladium11145	K00547
Gerakladium45025	K01487
Gerakladium152183	K07941
Gerakladium115039	K12132
Gerakladium20231	K14608
Gerakladium115102	K03377
Gerakladium93143	K07115
Gerakladium31682	K16462
Gerakladium16375	K24509
Gerakladium132927	K15382
Gerakladium155329	K14538
Gerakladium60758	K06180
Gerakladium5151	K08292
Gerakladium104011	K21343
Gerakladium109320	K10401
Gerakladium8684	K01404
Gerakladium7618	K12437
Gerakladium71943	K08994
Gerakladium169327	K07126
Gerakladium136675	K12132
Gerakladium152138	K00053
Gerakladium131419	K12132
Gerakladium10482	K08795
Gerakladium2869	K22614
Gerakladium207762	K14079
Gerakladium136924	K00464
Gerakladium153724	K02942
Gerakladium4444	K16608
Gerakladium192832	K02137
Gerakladium204907	K10664
Gerakladium85292	K07937
Gerakladium111871	K23337
Gerakladium135533	K01188
Gerakladium82304	K07375
Gerakladium22016	K04345
Gerakladium23618	K00703
Gerakladium134397	K12796
Gerakladium5600	K13525
Gerakladium40927	K12823
Gerakladium205390	K08076
Gerakladium3980	K00163
Gerakladium13239	K20888
Gerakladium170345	K03130
Gerakladium5757	K06148
Gerakladium6107	K04984
Gerakladium59597	K19801
Gerakladium18352	K10380
Gerakladium171578	K10878
Gerakladium26224	K17681
Gerakladium155195	K11426
Gerakladium115226	K00703
Gerakladium123122	K10770
Gerakladium41671	K17506
Gerakladium88620	K18798
Gerakladium54242	K17508
Gerakladium29141	K00850
Gerakladium48460	K07944
Gerakladium49621	K15259
Gerakladium138549	K15100
Gerakladium192500	K12132
Gerakladium190567	K04955
Gerakladium136555	K01076
Gerakladium49163	K03234
Gerakladium36515	K15865
Gerakladium149931	K04892
Gerakladium10827	K00965
Gerakladium26818	K01601
Gerakladium22720	K22614
Gerakladium99392	K12598
Gerakladium189557	K18272
Gerakladium150801	K15710
Gerakladium2827	K03500
Gerakladium44415	K04905
Gerakladium11491	K08892
Gerakladium30617	K06999
Gerakladium211876	K04097
Gerakladium150856	K10408
Gerakladium191591	K13412
Gerakladium85401	K17725
Gerakladium112746	K08869
Gerakladium196384	K10380
Gerakladium26610	K10413
Gerakladium211129	K13412
Gerakladium131207	K04905
Gerakladium169838	K22833
Gerakladium42327	K12501
Gerakladium113655	K06630
Gerakladium85696	K03686
Gerakladium11903	K15335
Gerakladium186091	K08884
Gerakladium52422	K02925
Gerakladium44028	K01188
Gerakladium123162	K21396
Gerakladium117048	K08906
Gerakladium210350	K02730
Gerakladium31250	K06180
Gerakladium209696	K15889
Gerakladium205642	K07300
Gerakladium205488	K17710
Gerakladium172504	K02183
Gerakladium10394	K00927
Gerakladium117749	K10380
Gerakladium135198	K00939
Gerakladium5389	K10401
Gerakladium13815	K12443
Gerakladium60133	K07241
Gerakladium32241	K01527
Gerakladium43606	K02691
Gerakladium7457	K10380
Gerakladium185252	K17262
Gerakladium151543	K16482
Gerakladium21598	K03977
Gerakladium18284	K08857
Gerakladium158593	K00002
Gerakladium114646	K13151
Gerakladium39247	K00898
Gerakladium176533	K22763
Gerakladium29755	K00600
Gerakladium48103	K05012
Gerakladium7116	K24427
Gerakladium186410	K16634
Gerakladium7498	K06276
Gerakladium23944	K07374
Gerakladium132845	K00434
Gerakladium112114	K03070
Gerakladium171401	K08151
Gerakladium42915	K04874
Gerakladium5537	K17341
Gerakladium185343	K17275
Gerakladium167025	K14994
Gerakladium11591	K17341
Gerakladium78925	K01539
Gerakladium21659	K03686
Gerakladium3030	K01534
Gerakladium204961	K24635
Gerakladium92633	K05679
Gerakladium73045	K09935
Gerakladium25064	K23965
Gerakladium205874	K01662
Gerakladium19131	K04978
Gerakladium112286	K22857
Gerakladium205591	K23424
Gerakladium212368	K14379
Gerakladium157396	K04885
Gerakladium150653	K14997
Gerakladium25737	K01090
Gerakladium114365	K01310
Gerakladium208604	K01885
Gerakladium97618	K00558
Gerakladium212850	K01624
Gerakladium153500	K18442
Gerakladium187707	K24764
Gerakladium19890	K06179
Gerakladium44374	K19600
Gerakladium153889	K01725
Gerakladium61544	K01135
Gerakladium175494	K16462
Gerakladium39189	K00710
Gerakladium217485	K01738
Gerakladium151517	K04955
Gerakladium115895	K01377
Gerakladium3275	K00942
Gerakladium205574	K13412
Gerakladium28206	K00948
Gerakladium8712	K13412
Gerakladium37453	K02433
Gerakladium168850	K03778
Gerakladium152130	K02945
Gerakladium134837	K04720
Gerakladium118619	K10615
Gerakladium168889	K14324
Gerakladium187046	K13412
Gerakladium10155	K15259
Gerakladium152078	K19760
Gerakladium22165	K07198
Gerakladium99859	K05812
Gerakladium41304	K12193
Gerakladium185539	K00710
Gerakladium188813	K11530
Gerakladium46665	K06013
Gerakladium11857	K16462
Gerakladium170183	K13024
Gerakladium122751	K02732
Gerakladium42316	K05680
Gerakladium187415	K03661
Gerakladium97560	K10807
Gerakladium17694	K03462
Gerakladium157776	K20027
Gerakladium42727	K24041
Gerakladium187897	K20715
Gerakladium48507	K03860
Gerakladium11742	K12132
Gerakladium54278	K13207
Gerakladium187643	K01557
Gerakladium151989	K13289
Gerakladium205018	K00799
Gerakladium54237	K01488
Gerakladium4188	K15306
Gerakladium192096	K23439
Gerakladium214325	K19041
Gerakladium76074	K23257
Gerakladium152575	K01208
Gerakladium6151	K01210
Gerakladium69090	K06180
Gerakladium186620	K21989
Gerakladium193092	K05630
Gerakladium128585	K00434
Gerakladium173561	K03514
Gerakladium131975	K03098
Gerakladium187408	K17506
Gerakladium152488	K02641
Gerakladium45505	K03403
Gerakladium185243	K13646
Gerakladium123271	K14407
Gerakladium185017	K06974
Gerakladium209282	K00545
Gerakladium113406	K00545
Gerakladium486	K23330
Gerakladium130783	K00228
Gerakladium907	K01183
Gerakladium18959	K01379
Gerakladium45874	K01067
Gerakladium2890	K04460
Gerakladium5642	K17508
Gerakladium170886	K11855
Gerakladium151532	K10590
Gerakladium11010	K04954
Gerakladium7379	K17943
Gerakladium1867	K13045
Gerakladium31634	K14806
Gerakladium101701	K10414
Gerakladium169515	K04909
Gerakladium158572	K00789
Gerakladium88339	K03403
Gerakladium209156	K10733
Gerakladium192347	K02951
Gerakladium187972	K05275
Gerakladium113823	K16914
Gerakladium112910	K13102
Gerakladium2309	K06413
Gerakladium131867	K21993
Gerakladium63027	K03102
Gerakladium131712	K15403
Gerakladium10097	K07376
Gerakladium34409	K10380
Gerakladium113099	K12373
Gerakladium2480	K15015
Gerakladium113152	K03686
Gerakladium118127	K16726
Gerakladium49017	K12193
Gerakladium10091	K04950
Gerakladium210938	K03929
Gerakladium16817	K02427
Gerakladium42	K08568
Gerakladium46358	K08994
Gerakladium189745	K00476
Gerakladium2227	K02471
Gerakladium135143	K01488
Gerakladium70295	K05849
Gerakladium208854	K00387
Gerakladium132236	K16726
Gerakladium131440	K15377
Gerakladium206121	K03178
Gerakladium186353	K06901
Gerakladium24841	K03978
Gerakladium14683	K22403
Gerakladium193554	K08582
Gerakladium76865	K10416
Gerakladium146165	K12822
Gerakladium1636	K17508
Gerakladium23685	K23257
Gerakladium115182	K00587
Gerakladium136944	K21814
Gerakladium23112	K14677
Gerakladium214987	K12460
Gerakladium151886	K14457
Gerakladium42938	K21989
Gerakladium40	K17964
Gerakladium56198	K01711
Gerakladium170207	K08855
Gerakladium185769	K13984
Gerakladium148893	K02886
Gerakladium112838	K05841
Gerakladium118441	K00040
Gerakladium191096	K00472
Gerakladium51273	K07937
Gerakladium62380	K17943
Gerakladium114787	K13412
Gerakladium148608	K05692
Gerakladium57945	K00134
Gerakladium29896	K08827
Gerakladium531	K18561
Gerakladium119191	K18740
Gerakladium207626	K01768
Gerakladium27382	K13525
Gerakladium186217	K00545
Gerakladium4520	K10380
Gerakladium149936	K15283
Gerakladium153653	K03327
Gerakladium6537	K22615
Gerakladium208126	K02183
Gerakladium22034	K12430
Gerakladium113534	K10428
Gerakladium187835	K14290
Gerakladium217147	K01792
Gerakladium11962	K01256
Gerakladium111217	K23531
Gerakladium111712	K08994
Gerakladium52142	K00031
Gerakladium192819	K01377
Gerakladium34496	K13954
Gerakladium112106	K20416
Gerakladium179438	K00326
Gerakladium39318	K24550
Gerakladium1295	K15104
Gerakladium47504	K24512
Gerakladium32125	K00927
Gerakladium149292	K07552
Gerakladium17206	K15047
Gerakladium24952	K06994
Gerakladium205378	K19038
Gerakladium66703	K10380
Gerakladium207960	K00031
Gerakladium215941	K01052
Gerakladium23973	K06694
Gerakladium114893	K23719
Gerakladium187625	K14079
Gerakladium169955	K21866
Gerakladium151004	K00078
Gerakladium169593	K01254
Gerakladium65998	K16749
Gerakladium111190	K25378
Gerakladium131838	K20367
Gerakladium81909	K08869
Gerakladium209963	K00434
Gerakladium22050	K00750
Gerakladium207039	K24205
Gerakladium189137	K10573
Gerakladium167574	K24736
Gerakladium1515	K02958
Gerakladium62168	K00381
Gerakladium130941	K09592
Gerakladium844	K20032
Gerakladium20954	K21440
Gerakladium151173	K24764
Gerakladium18096	K14792
Gerakladium205038	K04097
Gerakladium130811	K05666
Gerakladium168900	K01179
Gerakladium170308	K01379
Gerakladium65404	K17964
Gerakladium189989	K10410
Gerakladium11114	K00011
Gerakladium187638	K00645
Gerakladium17190	K19755
Gerakladium5245	K02110
Gerakladium14981	K00231
Gerakladium56570	K25201
Gerakladium169820	K08866
Gerakladium2086	K18798
Gerakladium172780	K06981
Gerakladium209434	K10380
Gerakladium24924	K10457
Gerakladium48216	K14430
Gerakladium1110	K10615
Gerakladium35430	K21440
Gerakladium18703	K05677
Gerakladium189405	K16298
Gerakladium19834	K12460
Gerakladium841	K10860
Gerakladium25595	K17506
Gerakladium64443	K17964
Gerakladium188276	K07390
Gerakladium127787	K15535
Gerakladium74359	K11752
Gerakladium151800	K02903
Gerakladium185058	K04843
Gerakladium51323	K14379
Gerakladium149442	K22763
Gerakladium2975	K11262
Gerakladium168093	K04874
Gerakladium208076	K01128
Gerakladium168894	K10462
Gerakladium168501	K02528
Gerakladium207155	K17508
Gerakladium49874	K22848
Gerakladium86785	K03470
Gerakladium116313	K10860
Gerakladium9029	K06276
Gerakladium208211	K04908
Gerakladium64588	K01223
Gerakladium852	K02977
Gerakladium168104	K06413
Gerakladium159258	K13412
Gerakladium2202	K09502
Gerakladium41269	K08582
Gerakladium168991	K21440
Gerakladium26491	K24485
Gerakladium21826	K18763
Gerakladium185292	K10394
Gerakladium151540	K17943
Gerakladium51893	K17964
Gerakladium111460	K00327
Gerakladium195536	K04954
Gerakladium168236	K24512
Gerakladium493	K10534
Gerakladium139393	K09580
Gerakladium7352	K01953
Gerakladium69457	K03816
Gerakladium151496	K01363
Gerakladium136931	K20843
Gerakladium136413	K03978
Gerakladium158837	K17424
Gerakladium18132	K00472
Gerakladium12967	K10860
Gerakladium93586	K06130
Gerakladium131095	K21413
Gerakladium170343	K10645
Gerakladium38886	K03321
Gerakladium7884	K23330
Gerakladium11128	K14206
Gerakladium185448	K11969
Gerakladium192220	K00472
Gerakladium50873	K09503
Gerakladium14911	K03686
Gerakladium207160	K00012
Gerakladium12653	K03978
Gerakladium1478	K03761
Gerakladium44455	K03696
Gerakladium115421	K17508
Gerakladium24091	K00845
Gerakladium23382	K20718
Gerakladium56877	K00967
Gerakladium186060	K00826
Gerakladium215515	K05016
Gerakladium187158	K02433
Gerakladium4402	K22745
Gerakladium71653	K13239
Gerakladium130691	K00645
Gerakladium131317	K04739
Gerakladium23350	K01802
Gerakladium171608	K07304
Gerakladium41478	K06413
Gerakladium68473	K06180
Gerakladium211574	K13448
Gerakladium150505	K04908
Gerakladium47638	K06179
Gerakladium11698	K01176
Gerakladium208695	K00821
Gerakladium6981	K06637
Gerakladium134415	K21848
Gerakladium174924	K09575
Gerakladium19266	K05734
Gerakladium136391	K01365
Gerakladium54982	K19757
Gerakladium114570	K01190
Gerakladium113416	K05016
Gerakladium44364	K02967
Gerakladium209835	K04956
Gerakladium33385	K17821
Gerakladium42835	K03741
Gerakladium211589	K06639
Gerakladium15351	K07376
Gerakladium188352	K00703
Gerakladium82450	K01379
Gerakladium16149	K11855
Gerakladium167085	K10615
Gerakladium213505	K02895
Gerakladium213917	K15283
Gerakladium173232	K01012
Gerakladium172575	K06002
Gerakladium12813	K18081
Gerakladium167419	K04371
Gerakladium186734	K10595
Gerakladium164121	K03146
Gerakladium170973	K10532
Gerakladium215529	K03687
Gerakladium130636	K00128
Gerakladium4173	K02691
Gerakladium133293	K21989
Gerakladium187988	K08230
Gerakladium146832	K00235
Gerakladium6391	K10380
Gerakladium131277	K04855
Gerakladium40484	K01379
Gerakladium115	K03263
Gerakladium167793	K08176
Gerakladium116297	K12848
Gerakladium45699	K11390
Gerakladium167639	K06188
